player_id;player_name;position;height;weight;team;season;season_type;week;solo_tackle;assist_tackle;tackle_with_assist;sack;qb_hit;interception;fumble_forced;defense_snaps;defense_pct;team_defense_snaps;age;seasons_played
00-0031389;Lamarcus Joyner;S;68.0;185.0;LV;2020;REG;7;4.0;3.0;2.0;0.0;0.0;0.0;0;53.0;0.74;72.0;30.0;6.0
00-0031389;Lamarcus Joyner;S;68.0;185.0;LV;2020;REG;8;2.0;1.0;0.0;0.0;0.0;0.0;0;28.0;0.57;49.0;30.0;6.0
00-0031389;Lamarcus Joyner;S;68.0;185.0;LV;2020;REG;9;5.0;7.0;2.0;0.0;0.0;0.0;0;70.0;0.89;79.0;30.0;6.0
00-0031389;Lamarcus Joyner;S;68.0;185.0;LV;2020;REG;10;4.0;1.0;0.0;0.0;1.0;0.0;0;53.0;0.75;71.0;30.0;6.0
00-0031389;Lamarcus Joyner;S;68.0;185.0;LV;2020;REG;13;2.0;0.0;0.0;0.0;0.0;0.0;0;37.0;0.6;62.0;30.0;6.0
00-0031389;Lamarcus Joyner;S;68.0;185.0;LV;2020;REG;14;5.0;3.0;3.0;0.0;0.0;0.0;0;41.0;0.67;61.0;30.0;6.0
00-0031389;Lamarcus Joyner;S;68.0;185.0;LV;2020;REG;15;1.0;1.0;0.0;0.0;0.0;0.0;0;38.0;0.58;66.0;30.0;6.0
00-0031389;Lamarcus Joyner;S;68.0;185.0;LV;2020;REG;16;5.0;0.0;0.0;0.0;0.0;0.0;0;36.0;0.57;63.0;30.0;6.0
00-0031389;Lamarcus Joyner;S;68.0;185.0;LV;2020;REG;17;3.0;1.0;0.0;0.0;0.0;0.0;0;49.0;0.6;82.0;30.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;1;8.0;4.0;4.0;0.0;1.0;2.0;0;43.0;0.69;62.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;2;2.0;4.0;2.0;0.0;0.0;0.0;0;49.0;0.78;63.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;3;4.0;4.0;2.0;0.0;1.0;0.0;0;35.0;0.59;59.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;4;1.0;1.0;1.0;0.0;0.0;0.0;0;42.0;0.75;56.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;6;6.0;6.0;1.0;0.0;0.0;0.0;0;51.0;0.8;64.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;7;5.0;3.0;3.0;0.0;0.0;0.0;0;55.0;0.83;66.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;8;1.0;3.0;2.0;0.0;0.0;0.0;0;58.0;1.0;58.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;9;6.0;2.0;1.0;0.0;1.0;0.0;0;41.0;0.89;46.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;10;3.0;2.0;2.0;0.0;0.0;0.0;0;58.0;0.88;66.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;11;5.0;2.0;1.0;0.0;0.0;0.0;0;45.0;0.74;61.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;12;3.0;2.0;2.0;0.0;0.0;2.0;0;51.0;0.69;74.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;13;7.0;5.0;1.0;0.0;0.0;0.0;0;56.0;0.78;72.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;14;9.0;2.0;0.0;0.0;0.0;0.0;0;57.0;0.9;63.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;15;9.0;1.0;0.0;4.0;4.0;0.0;0;39.0;0.54;72.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;16;4.0;3.0;3.0;0.0;0.0;0.0;0;62.0;0.86;72.0;28.0;6.0
00-0031404;Adrian Phillips;S;71.0;208.0;NE;2020;REG;17;0.0;1.0;1.0;0.0;0.0;0.0;0;4.0;0.06;67.0;28.0;6.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;3;2.0;1.0;0.0;0.0;0.0;0.0;2;37.0;0.58;64.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;5;3.0;2.0;0.0;0.0;1.0;0.0;0;41.0;0.73;56.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;6;1.0;2.0;0.0;0.0;0.0;0.0;0;42.0;0.65;65.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;7;0.0;6.0;1.0;3.0;3.0;0.0;0;61.0;0.81;75.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;8;3.0;1.0;1.0;0.0;0.0;0.0;0;40.0;0.56;71.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;10;2.0;1.0;0.0;0.0;0.0;0.0;0;39.0;0.68;57.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;11;2.0;0.0;0.0;0.0;0.0;0.0;0;47.0;0.69;68.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;12;3.0;0.0;0.0;0.0;0.0;0.0;0;59.0;0.91;65.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;13;2.0;1.0;0.0;0.0;1.0;0.0;0;72.0;0.99;73.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;14;1.0;1.0;0.0;0.0;0.0;0.0;0;59.0;0.98;60.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;15;2.0;0.0;0.0;0.0;1.0;0.0;0;32.0;0.59;54.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;REG;16;1.0;0.0;0.0;0.0;0.0;0.0;0;47.0;0.68;69.0;28.0;5.0
00-0031548;Kevin Johnson;CB;72.0;185.0;CLE;2020;POST;19;5.0;0.0;0.0;0.0;0.0;0.0;0;49.0;0.74;66.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;1;2.0;3.0;3.0;0.0;0.0;0.0;0;54.0;0.84;64.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;2;1.0;1.0;0.0;0.0;0.0;0.0;0;37.0;0.61;61.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;3;2.0;3.0;0.0;0.0;1.0;0.0;0;48.0;0.73;66.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;4;6.0;0.0;0.0;0.0;0.0;0.0;0;50.0;0.79;63.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;5;4.0;0.0;0.0;0.0;0.0;0.0;0;55.0;0.86;64.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;6;7.0;2.0;0.0;0.0;1.0;0.0;0;71.0;1.0;71.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;8;7.0;2.0;0.0;0.0;3.0;2.0;0;87.0;0.92;95.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;9;6.0;0.0;0.0;0.0;1.0;0.0;0;69.0;1.0;69.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;10;4.0;2.0;1.0;0.0;2.0;0.0;0;60.0;0.94;64.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;11;7.0;3.0;0.0;0.0;0.0;0.0;0;59.0;0.91;65.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;12;2.0;1.0;1.0;0.0;0.0;0.0;0;52.0;0.95;55.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;13;3.0;1.0;0.0;0.0;0.0;0.0;0;41.0;0.79;52.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;14;5.0;4.0;0.0;0.0;1.0;2.0;0;62.0;1.0;62.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;15;0.0;3.0;0.0;0.0;0.0;0.0;0;55.0;1.0;55.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;16;5.0;3.0;1.0;0.0;0.0;0.0;0;64.0;1.0;64.0;28.0;5.0
00-0031555;Eric Rowe;S;73.0;210.0;MIA;2020;REG;17;4.0;3.0;2.0;0.0;0.0;0.0;0;55.0;0.86;64.0;28.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;1;2.0;1.0;0.0;0.0;0.0;0.0;0;52.0;1.0;52.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;2;1.0;1.0;0.0;0.0;0.0;0.0;0;54.0;0.92;59.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;3;4.0;1.0;0.0;0.0;0.0;0.0;0;61.0;1.0;61.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;4;4.0;1.0;0.0;0.0;1.0;0.0;0;70.0;1.0;70.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;6;0.0;3.0;0.0;0.0;0.0;0.0;0;64.0;1.0;64.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;7;8.0;1.0;0.0;4.0;4.0;0.0;0;68.0;1.0;68.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;8;7.0;1.0;0.0;0.0;0.0;0.0;0;52.0;1.0;52.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;9;5.0;0.0;0.0;0.0;0.0;0.0;0;46.0;0.81;57.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;10;4.0;0.0;0.0;0.0;2.0;2.0;0;64.0;1.0;64.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;11;5.0;3.0;1.0;0.0;0.0;0.0;0;84.0;1.0;84.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;12;6.0;1.0;0.0;0.0;0.0;0.0;0;68.0;1.0;68.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;13;4.0;0.0;0.0;0.0;0.0;0.0;0;62.0;1.0;62.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;14;7.0;1.0;0.0;0.0;1.0;0.0;0;67.0;1.0;67.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;15;8.0;1.0;0.0;3.0;3.0;0.0;0;69.0;1.0;69.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;16;2.0;3.0;2.0;0.0;1.0;0.0;0;52.0;0.95;55.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;REG;17;8.0;3.0;0.0;0.0;0.0;2.0;0;75.0;1.0;75.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;POST;19;4.0;1.0;0.0;0.0;0.0;0.0;0;51.0;1.0;51.0;27.0;5.0
00-0031584;Adrian Amos;S;72.0;214.0;GB;2020;POST;20;4.0;1.0;0.0;0.0;0.0;2.0;0;64.0;1.0;64.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;1;3.0;1.0;1.0;0.0;0.0;0.0;0;58.0;0.91;64.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;2;2.0;1.0;1.0;0.0;0.0;0.0;0;59.0;0.97;61.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;3;2.0;1.0;0.0;0.0;0.0;0.0;0;64.0;0.97;66.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;4;4.0;0.0;0.0;0.0;1.0;0.0;0;40.0;0.63;63.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;5;5.0;0.0;0.0;0.0;0.0;2.0;0;56.0;0.88;64.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;6;2.0;2.0;0.0;0.0;1.0;0.0;0;70.0;0.99;71.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;8;2.0;0.0;0.0;0.0;1.0;0.0;0;95.0;1.0;95.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;9;4.0;0.0;0.0;0.0;0.0;0.0;0;69.0;1.0;69.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;10;2.0;0.0;0.0;0.0;1.0;0.0;0;60.0;0.94;64.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;11;3.0;3.0;0.0;0.0;0.0;0.0;0;64.0;0.98;65.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;13;3.0;0.0;0.0;0.0;2.0;0.0;0;52.0;1.0;52.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;14;2.0;0.0;0.0;0.0;0.0;0.0;0;32.0;0.52;62.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;16;3.0;0.0;0.0;0.0;0.0;0.0;0;63.0;0.98;64.0;27.0;5.0
00-0031587;Bobby McCain;S;70.0;194.0;MIA;2020;REG;17;3.0;0.0;0.0;0.0;0.0;0.0;0;55.0;0.86;64.0;27.0;5.0
00-0031597;Tye Smith;CB;72.0;195.0;TEN;2020;REG;2;1.0;1.0;0.0;0.0;0.0;0.0;0;8.0;0.11;73.0;27.0;5.0
00-0031597;Tye Smith;CB;72.0;195.0;TEN;2020;REG;5;2.0;0.0;0.0;0.0;0.0;0.0;0;28.0;0.39;72.0;27.0;5.0
00-0031597;Tye Smith;CB;72.0;195.0;TEN;2020;REG;6;1.0;0.0;0.0;0.0;0.0;0.0;0;2.0;0.03;67.0;27.0;5.0
00-0031597;Tye Smith;CB;72.0;195.0;TEN;2020;REG;7;2.0;2.0;1.0;0.0;1.0;0.0;0;23.0;0.29;79.0;27.0;5.0
00-0031597;Tye Smith;CB;72.0;195.0;TEN;2020;REG;14;3.0;1.0;0.0;0.0;0.0;0.0;0;60.0;0.85;71.0;27.0;5.0
00-0031597;Tye Smith;CB;72.0;195.0;TEN;2020;REG;15;0.0;2.0;1.0;0.0;0.0;0.0;0;44.0;0.68;65.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;1;3.0;1.0;0.0;0.0;1.0;2.0;0;78.0;0.98;80.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;2;1.0;0.0;0.0;0.0;0.0;0.0;0;9.0;0.13;69.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;3;5.0;1.0;0.0;0.0;1.0;0.0;0;82.0;1.0;82.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;4;2.0;2.0;0.0;0.0;1.0;0.0;0;71.0;1.0;71.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;5;3.0;4.0;0.0;0.0;0.0;0.0;0;87.0;1.0;87.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;7;3.0;2.0;0.0;0.0;0.0;2.0;0;84.0;1.0;84.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;8;3.0;3.0;0.0;0.0;1.0;0.0;0;70.0;1.0;70.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;9;3.0;0.0;0.0;0.0;0.0;0.0;0;67.0;0.99;68.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;10;5.0;1.0;0.0;0.0;0.0;0.0;0;70.0;1.0;70.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;11;1.0;0.0;0.0;0.0;1.0;0.0;0;67.0;1.0;67.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;12;3.0;0.0;0.0;0.0;2.0;2.0;0;71.0;1.0;71.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;13;3.0;2.0;0.0;0.0;0.0;2.0;0;56.0;1.0;56.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;14;0.0;1.0;0.0;0.0;0.0;0.0;0;43.0;0.81;53.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;15;3.0;2.0;0.0;0.0;0.0;1.0;0;80.0;1.0;80.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;16;6.0;2.0;0.0;0.0;0.0;2.0;0;75.0;1.0;75.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;REG;17;5.0;1.0;0.0;0.0;0.0;0.0;0;66.0;1.0;66.0;27.0;5.0
00-0031608;Quandre Diggs;S;69.0;197.0;SEA;2020;POST;18;3.0;2.0;2.0;0.0;0.0;0.0;0;71.0;1.0;71.0;27.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;1;2.0;0.0;0.0;0.0;0.0;0.0;0;28.0;0.43;65.0;30.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;2;2.0;0.0;0.0;0.0;0.0;0.0;0;48.0;0.66;73.0;30.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;3;4.0;0.0;0.0;0.0;0.0;0.0;0;53.0;0.82;65.0;30.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;4;2.0;0.0;0.0;0.0;0.0;2.0;0;32.0;0.46;70.0;30.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;6;5.0;1.0;0.0;0.0;0.0;0.0;0;56.0;0.88;64.0;30.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;7;6.0;0.0;0.0;0.0;0.0;0.0;0;38.0;0.51;75.0;30.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;13;4.0;0.0;0.0;0.0;0.0;0.0;0;59.0;0.86;69.0;30.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;14;6.0;1.0;1.0;0.0;0.0;0.0;0;41.0;0.61;67.0;30.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;16;2.0;2.0;1.0;0.0;0.0;0.0;0;34.0;0.44;77.0;30.0;5.0
00-0031628;Darryl Roberts;CB;72.0;182.0;DET;2020;REG;17;3.0;2.0;2.0;0.0;0.0;0.0;0;80.0;1.0;80.0;30.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;1;5.0;0.0;0.0;0.0;0.0;0.0;0;70.0;0.97;72.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;2;9.0;1.0;0.0;0.0;0.0;2.0;0;71.0;1.0;71.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;3;3.0;5.0;2.0;0.0;1.0;0.0;0;61.0;0.98;62.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;4;6.0;1.0;1.0;0.0;2.0;0.0;0;66.0;0.97;68.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;5;0.0;1.0;0.0;0.0;0.0;0.0;0;38.0;0.7;54.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;6;4.0;2.0;0.0;0.0;0.0;0.0;0;72.0;0.99;73.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;7;4.0;3.0;0.0;0.0;1.0;1.0;0;63.0;1.0;63.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;8;3.0;2.0;0.0;0.0;0.0;0.0;0;48.0;0.98;49.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;10;3.0;1.0;1.0;0.0;0.0;0.0;0;65.0;0.97;67.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;11;4.0;2.0;1.0;0.0;0.0;0.0;0;62.0;0.9;69.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;12;6.0;1.0;0.0;0.0;1.0;0.0;2;65.0;0.9;72.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;13;4.0;0.0;0.0;0.0;0.0;2.0;0;61.0;0.95;64.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;14;1.0;0.0;0.0;0.0;0.0;0.0;0;54.0;0.92;59.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;15;0.0;1.0;0.0;0.0;1.0;0.0;0;61.0;0.94;65.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;16;0.0;3.0;2.0;0.0;0.0;0.0;0;63.0;1.0;63.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;REG;17;3.0;2.0;0.0;0.0;0.0;2.0;0;52.0;0.98;53.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;POST;18;2.0;0.0;0.0;0.0;0.0;0.0;0;61.0;1.0;61.0;29.0;5.0
00-0031785;Troy Hill;CB;70.0;182.0;LA;2020;POST;19;2.0;0.0;0.0;0.0;0.0;0.0;0;73.0;0.96;76.0;29.0;5.0
00-0031796;Justin Coleman;CB;71.0;190.0;DET;2020;REG;1;0.0;0.0;0.0;0.0;0.0;0.0;0;19.0;0.29;66.0;27.0;5.0
00-0031796;Justin Coleman;CB;71.0;190.0;DET;2020;REG;8;3.0;2.0;0.0;0.0;0.0;0.0;0;39.0;0.51;76.0;27.0;5.0
00-0031796;Justin Coleman;CB;71.0;190.0;DET;2020;REG;9;0.0;1.0;0.0;0.0;0.0;0.0;0;17.0;0.29;59.0;27.0;5.0
00-0031796;Justin Coleman;CB;71.0;190.0;DET;2020;REG;10;9.0;2.0;0.0;0.0;0.0;0.0;0;80.0;0.91;88.0;27.0;5.0
00-0031796;Justin Coleman;CB;71.0;190.0;DET;2020;REG;11;1.0;0.0;0.0;0.0;0.0;0.0;0;35.0;0.49;71.0;27.0;5.0
00-0031796;Justin Coleman;CB;71.0;190.0;DET;2020;REG;12;3.0;0.0;0.0;0.0;0.0;0.0;0;41.0;0.72;57.0;27.0;5.0
00-0031796;Justin Coleman;CB;71.0;190.0;DET;2020;REG;13;5.0;1.0;0.0;0.0;0.0;0.0;0;52.0;0.75;69.0;27.0;5.0
00-0031796;Justin Coleman;CB;71.0;190.0;DET;2020;REG;14;3.0;1.0;1.0;0.0;0.0;0.0;0;58.0;0.87;67.0;27.0;5.0
00-0031796;Justin Coleman;CB;71.0;190.0;DET;2020;REG;17;1.0;0.0;0.0;0.0;0.0;0.0;0;28.0;0.35;80.0;27.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;1;5.0;3.0;1.0;0.0;0.0;0.0;0;78.0;1.0;78.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;2;3.0;3.0;3.0;0.0;1.0;0.0;0;73.0;1.0;73.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;3;6.0;2.0;0.0;0.0;0.0;0.0;0;75.0;1.0;75.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;4;3.0;2.0;0.0;0.0;0.0;0.0;0;65.0;1.0;65.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;5;3.0;1.0;0.0;0.0;0.0;0.0;0;54.0;1.0;54.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;6;4.0;5.0;2.0;0.0;0.0;0.0;0;80.0;1.0;80.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;8;4.0;2.0;2.0;0.0;0.0;0.0;0;74.0;1.0;74.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;9;3.0;2.0;0.0;0.0;0.0;0.0;0;75.0;1.0;75.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;10;4.0;1.0;0.0;0.0;2.0;0.0;0;50.0;1.0;50.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;11;3.0;4.0;0.0;0.0;0.0;0.0;0;66.0;1.0;66.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;12;2.0;9.0;1.0;0.0;1.0;0.0;0;65.0;1.0;65.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;13;3.0;3.0;0.0;0.0;0.0;0.0;0;71.0;1.0;71.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;14;2.0;1.0;0.0;0.0;0.0;0.0;0;51.0;1.0;51.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;15;4.0;3.0;0.0;0.0;0.0;0.0;0;64.0;1.0;64.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;16;1.0;7.0;0.0;0.0;0.0;0.0;0;75.0;1.0;75.0;28.0;5.0
00-0031799;Anthony Harris;S;73.0;202.0;MIN;2020;REG;17;6.0;2.0;1.0;0.0;0.0;0.0;0;58.0;1.0;58.0;28.0;5.0
00-0031844;Deshazor Everett;S;72.0;203.0;WAS;2020;REG;6;3.0;2.0;1.0;0.0;0.0;0.0;0;46.0;0.96;48.0;28.0;5.0
00-0031844;Deshazor Everett;S;72.0;203.0;WAS;2020;REG;7;3.0;0.0;0.0;0.0;0.0;0.0;0;57.0;1.0;57.0;28.0;5.0
00-0031844;Deshazor Everett;S;72.0;203.0;WAS;2020;REG;9;7.0;0.0;0.0;0.0;1.0;0.0;2;77.0;1.0;77.0;28.0;5.0
00-0031844;Deshazor Everett;S;72.0;203.0;WAS;2020;REG;10;1.0;2.0;1.0;0.0;0.0;0.0;0;32.0;0.54;59.0;28.0;5.0
00-0031844;Deshazor Everett;S;72.0;203.0;WAS;2020;REG;13;2.0;2.0;1.0;0.0;0.0;0.0;0;70.0;0.99;71.0;28.0;5.0
00-0031844;Deshazor Everett;S;72.0;203.0;WAS;2020;REG;14;4.0;2.0;0.0;0.0;0.0;0.0;0;48.0;0.59;81.0;28.0;5.0
00-0031870;Dean Marlowe;S;73.0;205.0;BUF;2020;REG;2;1.0;0.0;0.0;0.0;1.0;0.0;0;15.0;0.2;75.0;28.0;5.0
